ID,gender,ugpa,lsat,grad,fulltime,fam_inc,law_school_tier,race,pass_bar,bar_passed_attempt,birth_year
24842,female,3,33,yes,no,3,3,asian,yes,first attempt,1959
24855,female,3,44,yes,yes,4,3,white,yes,first attempt,1946
24873,male,3,29,yes,yes,3,4,asian,yes,first attempt,1966
24905,male,3,34,yes,yes,4,3,white,yes,first attempt,1968
24906,female,3,37,yes,yes,2,3,hisp,yes,first attempt,1969
24966,female,3,38,yes,yes,3,3,white,yes,first attempt,1968
24977,male,3,37,yes,yes,4,2,white,yes,first attempt,1968
24979,male,3,46,yes,yes,2,3,white,yes,first attempt,1969
24984,male,3,37,yes,yes,3,3,white,yes,first attempt,1966
24986,male,3,41,yes,yes,3,4,white,yes,first attempt,1967
25014,female,3,26.5,yes,yes,4,4,black,yes,first attempt,1968
25051,male,3,34,yes,yes,4,2,white,yes,first attempt,1969
25056,male,3,25,yes,yes,4,1,black,yes,first attempt,1966
25086,female,3,36.5,yes,yes,4,4,white,yes,second attempt,1968
25104,male,3,40,yes,yes,5,4,white,yes,first attempt,1966
25167,male,3,39,yes,yes,3,5,white,yes,first attempt,1966
25170,male,3,43,yes,no,3,4,white,yes,second attempt,NA
25178,male,3,39,yes,yes,3,5,white,yes,first attempt,1969
25206,male,3,33,yes,yes,4,3,white,yes,first attempt,1969
25223,male,3,42,yes,yes,4,5,white,yes,first attempt,1969
25251,female,3,35,yes,yes,4,3,white,yes,first attempt,1965
25259,male,3,20,yes,yes,3,1,black,no,no pass,1957
25266,male,3,38,yes,yes,4,4,white,yes,first attempt,1969
25275,female,3,29,yes,yes,5,4,white,yes,first attempt,1964
25282,male,3,35,yes,yes,4,3,white,yes,first attempt,1968
25287,male,3,33.5,yes,yes,5,3,white,yes,first attempt,1969
25290,male,3,40,yes,yes,3,4,white,yes,first attempt,1968
25306,female,3,41,yes,yes,4,4,white,yes,first attempt,1969
25314,male,3,40,yes,yes,4,3,white,yes,first attempt,1968
25338,male,3,43,yes,yes,3,3,white,yes,first attempt,1968
25345,male,3,42,yes,yes,3,4,white,no,no pass,1969
25368,female,3,31,yes,yes,4,3,white,yes,first attempt,1958
25382,male,3,36,yes,yes,4,2,white,yes,first attempt,1963
25388,female,3,36,yes,yes,4,3,white,yes,first attempt,1968
25418,female,3,35,yes,yes,4,5,white,yes,first attempt,1969
25440,male,3,36,yes,yes,5,3,white,yes,first attempt,1969
25453,male,3,37,yes,yes,4,5,hisp,yes,first attempt,1966
25457,male,3,40,yes,yes,2,3,white,yes,first attempt,1969
25460,female,3,38,yes,yes,4,4,white,yes,first attempt,1969
25469,female,3,26,yes,yes,3,1,white,yes,first attempt,1964
25500,female,3,41,yes,yes,3,3,white,yes,first attempt,1968
25506,male,3,40,yes,yes,4,3,white,yes,first attempt,1969
25513,male,3,34,yes,yes,4,5,white,yes,first attempt,1970
25524,male,3,31,yes,yes,2,3,hisp,yes,first attempt,1965
25551,female,3,36,yes,no,3,1,white,yes,first attempt,1948
25580,male,3,34,yes,yes,3,2,white,yes,first attempt,1969
25619,female,3,41,yes,yes,4,3,white,yes,first attempt,1968
25632,female,3,44,yes,yes,4,6,white,yes,first attempt,1968
25660,male,3,39,yes,yes,4,3,white,yes,first attempt,1966
25665,male,3,38,yes,yes,2,4,white,yes,first attempt,1963
25679,female,3,38,yes,yes,4,5,black,yes,first attempt,1969
25700,male,3,41,yes,yes,4,5,white,yes,first attempt,1968
25741,male,3,42,yes,yes,3,4,white,yes,first attempt,1966
25752,female,3,35,yes,yes,4,4,white,no,no pass,1969
25761,female,3,37,yes,yes,3,3,white,yes,first attempt,1969
25770,male,3,40,yes,yes,4,6,white,yes,first attempt,1966
25810,female,3,33,yes,yes,3,3,white,yes,second attempt,1963
25833,male,3,33,yes,yes,4,2,white,yes,first attempt,1965
25859,male,3,41,yes,yes,3,3,white,yes,first attempt,1966
25861,female,3,42,yes,no,3,6,white,yes,first attempt,1960
25866,female,3,32,yes,yes,5,3,white,yes,first attempt,1968
25887,female,3,36,yes,yes,4,2,white,yes,second attempt,1968
25900,female,3,40,yes,yes,3,4,white,yes,second attempt,1961
25904,male,3,41,yes,no,3,5,white,yes,first attempt,1965
25907,male,3,36,yes,yes,3,5,asian,yes,first attempt,1969
25909,female,3,33,yes,yes,3,2,hisp,yes,first attempt,1964
25924,male,3,40,yes,yes,3,5,asian,yes,first attempt,1968
25963,male,3,35,yes,yes,4,4,asian,yes,first attempt,1967
26007,female,3,36,yes,yes,3,3,white,yes,first attempt,1967
26027,female,3,32,yes,no,5,3,white,yes,first attempt,1964
26028,male,3,44,yes,yes,4,4,white,yes,first attempt,1952
26054,male,3,43,yes,yes,2,3,white,yes,first attempt,1965
26097,male,3,37,yes,yes,3,3,white,yes,first attempt,1962
26106,female,3,37,yes,yes,2,3,white,yes,first attempt,1959
26108,male,3,38,yes,yes,4,4,white,yes,first attempt,1969
26165,male,3,28,yes,yes,2,3,hisp,yes,first attempt,1957
26170,male,3,42,yes,yes,5,4,white,yes,first attempt,1968
26179,male,3,32,yes,yes,3,3,white,yes,first attempt,1964
26183,female,3,35,yes,yes,4,3,white,yes,first attempt,1949
26212,male,3,39,yes,yes,3,5,white,yes,second attempt,1953
26229,male,3,41,yes,yes,3,5,white,yes,first attempt,1966
26251,male,3,40,yes,yes,4,3,white,yes,first attempt,1968
26255,female,3,33,yes,yes,4,4,hisp,yes,first attempt,1963
26270,female,3,29,yes,no,5,6,white,yes,first attempt,1968
26282,female,3,39,yes,yes,3,3,white,yes,first attempt,1969
26302,female,3,45,yes,yes,1,4,white,yes,first attempt,1969
26304,male,3,42,yes,yes,4,4,white,yes,first attempt,1966
26319,female,3,44,yes,yes,3,5,black,yes,second attempt,1968
26322,male,3,37,yes,yes,4,3,white,yes,first attempt,1965
26324,female,3,34,yes,yes,4,6,asian,yes,first attempt,1968
26328,male,3,37,yes,yes,4,5,asian,yes,first attempt,1968
26330,male,3,39,yes,yes,4,4,white,yes,first attempt,1954
26332,female,3,46,yes,yes,4,6,white,yes,first attempt,1966
26338,male,3,26.5,yes,yes,4,3,white,yes,first attempt,1968
26359,male,3,45,yes,yes,NA,4,white,yes,first attempt,1941
26380,female,3,42,yes,yes,5,5,other,yes,first attempt,1966
26398,female,3,39,yes,yes,2,5,white,yes,first attempt,1966
26406,male,3,37,yes,yes,2,4,hisp,yes,first attempt,1969
26407,female,3,38,yes,yes,4,3,white,yes,first attempt,1961
26459,female,3,39,yes,yes,5,4,white,yes,first attempt,1964
26460,female,3,29.5,yes,yes,3,4,white,yes,first attempt,1966
26467,male,3,41,yes,yes,3,3,white,yes,second attempt,1968
26502,female,3,29,yes,yes,1,5,other,yes,first attempt,1969
26541,male,3,42,yes,no,4,4,white,yes,first attempt,1964
26547,male,3,40,yes,yes,3,5,white,yes,first attempt,1969
26594,female,3,47,yes,yes,5,4,white,yes,first attempt,1967
26649,female,3,36,yes,yes,3,3,white,yes,first attempt,1969
26685,female,3,45,yes,yes,3,5,white,yes,first attempt,1968
26732,female,3,40,yes,yes,4,3,white,yes,first attempt,1969
26734,female,3,31,yes,yes,4,2,asian,yes,second attempt,1967
26735,male,3,42,yes,yes,4,4,white,yes,first attempt,1969
26736,male,3,33,yes,yes,3,3,white,yes,first attempt,1951
26743,male,3,36,yes,yes,4,3,white,yes,first attempt,1962
26747,male,3,36,yes,yes,4,4,hisp,yes,first attempt,1969
26772,male,3,40,yes,yes,3,4,white,yes,first attempt,1967
26783,male,3,31,yes,yes,4,3,white,yes,first attempt,1968
26788,male,3,29.5,yes,yes,4,5,white,yes,first attempt,1969
26817,male,3,38,yes,yes,3,4,white,yes,first attempt,1949
26839,female,3,37.5,yes,yes,4,3,white,yes,first attempt,1967
26842,female,3,42,yes,yes,4,4,asian,yes,second attempt,1967
26850,male,3,34,yes,yes,3,3,white,yes,first attempt,1968
26888,male,3,45,yes,yes,4,3,white,yes,first attempt,1968
26892,female,3,27.7,yes,no,3,5,black,yes,first attempt,1953
26898,female,3,33,yes,yes,3,2,white,yes,first attempt,1961
26899,male,3,35,yes,yes,4,5,white,yes,first attempt,1969
26908,female,3,26,yes,yes,4,1,black,yes,first attempt,1967
26941,female,3,37,yes,yes,3,5,white,yes,first attempt,1969
26950,female,3,43,yes,yes,3,4,white,yes,first attempt,1940
26957,female,3,38,yes,yes,4,5,white,yes,first attempt,1968
26960,male,3,23.5,yes,yes,3,3,black,no,no pass,1966
26966,male,3,36,yes,yes,4,4,white,yes,first attempt,1969
26974,female,3,37,yes,yes,3,3,white,yes,first attempt,1968
26995,female,3,35,yes,yes,3,3,white,yes,first attempt,1968
26996,female,3,38,yes,yes,3,3,white,yes,first attempt,1969
27026,male,3,39,yes,yes,3,3,white,yes,first attempt,1969
27042,female,3,42,yes,yes,5,3,white,yes,first attempt,1969
27049,male,3,32,yes,yes,4,3,white,yes,first attempt,1969
27058,male,3,39,yes,yes,4,3,white,yes,first attempt,1969
27063,male,3,44,yes,yes,4,4,white,yes,first attempt,1967
27064,female,3,32,yes,yes,3,3,white,yes,second attempt,1959
27066,male,3,39,yes,yes,4,4,white,yes,first attempt,1969
27072,female,3,33.5,yes,yes,3,3,white,yes,first attempt,1962
27073,male,3,42,yes,yes,3,4,white,yes,first attempt,1966
27095,male,3,27,yes,yes,3,4,black,yes,second attempt,1969
27098,male,3,30,yes,yes,4,4,black,yes,first attempt,1969
27106,female,3,38,yes,yes,3,5,black,yes,first attempt,1969
27117,female,3,32,yes,yes,3,2,white,yes,first attempt,1969
27122,male,3,42,yes,yes,3,4,white,yes,first attempt,1969
27136,male,3,35,yes,yes,5,5,white,yes,first attempt,1970
27139,female,3,31,yes,yes,3,3,white,yes,second attempt,1957
27140,male,3,36,yes,yes,4,3,white,yes,first attempt,1961
27168,male,3,40,yes,yes,5,3,white,yes,first attempt,1969
27184,male,3,40,yes,yes,4,5,hisp,yes,first attempt,1968
27187,male,3,38,yes,yes,5,5,white,yes,second attempt,1966
27190,male,3,41,yes,yes,4,5,white,yes,first attempt,1968
27202,male,3,44,yes,yes,3,3,white,yes,first attempt,1964
27223,female,3,42,yes,yes,5,6,white,yes,first attempt,1968
27257,male,3,21,yes,yes,3,1,hisp,yes,second attempt,1962
27271,female,3,20,yes,yes,1,3,black,yes,first attempt,1968
27317,female,3,41,yes,yes,2,5,asian,yes,first attempt,1963
27329,male,3,32,yes,yes,3,4,white,yes,first attempt,NA
27330,male,3,43,yes,yes,4,4,white,yes,first attempt,1968
27356,male,3,35.5,yes,yes,4,5,asian,yes,first attempt,1966
27359,male,3,37,yes,yes,4,4,white,yes,first attempt,1968
27388,female,3,31,yes,yes,3,1,white,yes,first attempt,1966
27399,female,3,48,yes,yes,4,6,hisp,yes,first attempt,1969
27413,male,3,36.5,yes,no,2,3,white,yes,first attempt,1967
27426,male,3,34,yes,yes,3,3,white,yes,first attempt,1967
27440,male,3,37,yes,yes,NA,4,white,yes,first attempt,1967
27473,male,3,42,yes,yes,4,6,white,yes,first attempt,1967
27476,male,3,32,yes,no,3,3,white,yes,first attempt,1967
38,male,2.6,35,yes,yes,3,1,white,yes,first attempt,1962
58,male,2.6,31,yes,yes,4,4,asian,yes,first attempt,1969
141,male,2.6,25,yes,yes,3,4,white,yes,first attempt,1962
240,male,2.6,36,yes,yes,4,3,white,yes,first attempt,1966
254,male,2.6,26,yes,no,4,4,white,no,no pass,1968
298,female,2.6,27,yes,no,1,4,black,no,no pass,1960
299,female,2.6,23,yes,yes,3,4,black,yes,first attempt,1968
302,female,2.6,40,yes,yes,4,3,white,yes,second attempt,1967
305,male,2.6,38,yes,no,4,3,white,yes,first attempt,1967
426,female,2.6,34,yes,yes,4,2,white,yes,first attempt,1968
507,male,2.6,31,yes,yes,5,5,asian,no,no pass,1966
525,male,2.6,36,yes,yes,3,3,white,yes,first attempt,1968
537,male,2.6,35.3,yes,yes,4,3,white,yes,first attempt,1968
572,male,2.6,30.5,yes,yes,4,2,white,yes,first attempt,1963
697,female,2.6,29.5,yes,yes,2,4,black,yes,first attempt,1967
715,male,2.6,45,yes,no,3,4,white,yes,first attempt,1961
723,female,2.6,24,yes,yes,3,4,black,yes,second attempt,1968
725,male,2.6,36,yes,yes,3,3,white,yes,first attempt,1962
849,male,2.6,30,yes,yes,3,2,white,yes,first attempt,1967
872,male,2.6,33,yes,yes,3,5,white,yes,first attempt,1963
876,female,2.6,23,yes,yes,1,3,black,yes,first attempt,1969
896,male,2.6,35,yes,yes,3,3,white,yes,first attempt,1967
929,female,2.6,28,yes,yes,2,1,black,yes,first attempt,1962
1130,male,2.6,42,yes,yes,4,3,white,yes,first attempt,1968
1138,male,2.6,43,yes,yes,4,5,asian,yes,first attempt,1964
1179,female,2.6,23.5,yes,yes,3,2,black,yes,second attempt,1966
1315,male,2.6,36,yes,yes,3,3,white,yes,first attempt,1967
1335,male,2.6,39,yes,yes,3,3,white,yes,first attempt,1957
1344,female,2.6,31.5,yes,yes,3,2,white,no,no pass,1969
1377,male,2.6,25,yes,yes,2,5,asian,no,no pass,1959
1387,male,2.6,39,yes,yes,4,4,hisp,yes,first attempt,1969
1403,male,2.6,42,yes,no,3,4,white,yes,first attempt,1955
1438,male,2.6,32,yes,yes,3,4,black,yes,first attempt,1968
1474,male,2.6,32,yes,yes,4,4,black,yes,first attempt,1968
1507,male,2.6,44,yes,yes,3,3,white,yes,first attempt,1969
1537,male,2.6,43,yes,no,2,3,white,yes,first attempt,1947
1552,male,2.6,31,yes,yes,4,4,hisp,yes,first attempt,1966
1585,male,2.6,27,yes,yes,5,2,white,yes,first attempt,1967
1600,female,2.6,40.5,yes,yes,4,4,white,yes,first attempt,1966
1622,male,2.6,41,yes,yes,5,3,white,yes,first attempt,1969
1633,female,2.6,33,yes,no,4,5,black,no,no pass,1957
1645,male,2.6,33.5,yes,yes,4,3,hisp,yes,first attempt,1968
1715,male,2.6,27,yes,yes,3,3,white,yes,first attempt,1969
1737,female,2.6,23.5,yes,yes,3,3,black,yes,first attempt,1968
1739,female,2.6,39.5,yes,yes,4,4,asian,yes,first attempt,1964
1798,female,2.6,39,yes,no,2,3,white,yes,first attempt,1961
1818,male,2.6,39,yes,yes,5,3,white,yes,first attempt,1962
1843,male,2.6,40.5,yes,no,4,4,white,yes,first attempt,1958
1880,male,2.6,36,yes,yes,4,3,white,yes,first attempt,1967
1920,male,2.6,34,yes,yes,4,3,black,yes,first attempt,1969
1953,male,2.6,39,yes,no,3,5,white,yes,first attempt,1963
1970,male,2.6,43,yes,yes,4,4,white,yes,first attempt,1968
1996,female,2.6,36,yes,yes,4,3,white,yes,first attempt,1963
2033,male,2.6,40,yes,yes,4,3,white,yes,first attempt,1967
2046,female,2.6,24.7,yes,yes,3,2,black,yes,second attempt,1963
2065,male,2.6,37,yes,yes,5,3,white,yes,first attempt,1968
2147,male,2.6,40,no,yes,4,3,white,no,no pass,1964
2190,male,2.6,29.5,yes,yes,5,3,black,no,no pass,1967
2215,male,2.6,35,yes,yes,3,3,white,yes,first attempt,1969
2226,male,2.6,26,yes,yes,4,2,white,yes,first attempt,1961
2231,male,2.6,38,yes,yes,3,2,white,yes,first attempt,1966
2248,female,2.6,35,yes,no,4,3,white,yes,first attempt,1967
2269,male,2.6,30,yes,yes,2,3,hisp,yes,first attempt,1967
2287,female,2.6,32,yes,yes,3,2,white,no,no pass,1967
2294,female,2.6,21,no,yes,2,1,white,yes,second attempt,1949
2300,female,2.6,30,yes,yes,4,2,asian,no,no pass,1969
2363,male,2.6,31,yes,yes,1,1,other,yes,first attempt,1958
2401,male,2.6,39,yes,yes,3,3,white,yes,first attempt,1949
2403,male,2.6,37,yes,yes,4,3,white,yes,first attempt,1968
2408,male,2.6,33,yes,yes,3,3,asian,yes,first attempt,1967
2410,male,2.6,40,yes,yes,3,4,white,yes,first attempt,1958
2427,female,2.6,30,yes,yes,2,1,black,no,no pass,1967
2522,male,2.6,37,yes,yes,3,2,white,yes,first attempt,1965
2555,male,2.6,39,yes,yes,3,3,white,yes,first attempt,1965
2586,male,2.6,38,yes,yes,4,4,white,yes,second attempt,1968
2613,female,2.6,25,yes,yes,5,4,black,yes,second attempt,1964
2662,male,2.6,29,yes,yes,3,1,black,no,no pass,1969
2663,male,2.6,42,yes,yes,4,4,white,yes,first attempt,1951
2667,male,2.6,45,yes,yes,3,4,white,yes,first attempt,1966
2713,female,2.6,34.5,yes,yes,3,4,black,yes,first attempt,1967
2755,female,2.6,33.5,yes,yes,2,3,other,no,no pass,1965
2771,male,2.6,36,yes,yes,3,3,white,yes,first attempt,1967
2814,female,2.6,42,yes,yes,3,1,NA,no,no pass,1966
2821,male,2.6,47,yes,yes,4,4,white,yes,first attempt,1963
2898,male,2.6,22,yes,yes,3,1,black,yes,first attempt,1960
2903,male,2.6,37,yes,yes,2,4,white,yes,first attempt,1960
2920,female,2.6,36,yes,yes,4,3,white,no,no pass,1966
2931,male,2.6,39,yes,yes,5,2,white,yes,first attempt,1957
2935,male,2.6,40,yes,no,4,4,white,yes,first attempt,1967
2983,male,2.6,40,yes,yes,3,2,white,yes,first attempt,1964
3000,male,2.6,45,yes,yes,1,3,white,no,no pass,1967
3029,male,2.6,38,yes,yes,3,4,other,yes,first attempt,1966
3036,male,2.6,30.5,yes,yes,2,3,white,yes,first attempt,1944
3149,male,2.6,28,yes,yes,4,2,white,yes,first attempt,1963
3170,male,2.6,38,yes,yes,4,2,white,yes,first attempt,1968
3243,female,2.6,23.5,yes,yes,3,4,black,no,no pass,1966
3274,male,2.6,22,yes,yes,2,1,black,yes,first attempt,1966
3379,male,2.6,42,yes,yes,3,4,white,yes,first attempt,1969
3382,male,2.6,40,yes,yes,2,4,other,yes,first attempt,1961
3384,female,2.6,31,yes,yes,4,3,white,yes,first attempt,1969
3397,female,2.6,32,yes,yes,3,5,hisp,yes,first attempt,1967
3408,male,2.6,41,yes,yes,3,4,white,yes,first attempt,1967
3440,male,2.6,38,yes,yes,4,3,white,yes,first attempt,1967
3531,male,2.6,39,yes,yes,3,3,white,yes,first attempt,1967
3533,female,2.6,32,yes,yes,2,5,black,yes,first attempt,1966
3538,female,2.6,41,yes,yes,4,6,black,yes,first attempt,1966
3607,male,2.6,27,yes,yes,2,5,white,yes,first attempt,1967
3680,male,2.6,38,yes,yes,4,3,white,yes,first attempt,1951
3683,male,2.6,31,yes,yes,4,3,white,yes,first attempt,1955
3708,female,2.6,25.5,yes,no,4,3,white,yes,first attempt,1964
3721,female,2.6,35,yes,no,3,5,white,no,no pass,1964
3756,male,2.6,38,yes,yes,4,4,white,yes,first attempt,1969
3763,male,2.6,40,yes,yes,4,2,white,yes,first attempt,1963
3818,male,2.6,35,yes,yes,4,3,white,yes,first attempt,1970
3875,female,2.6,38,yes,yes,4,5,white,yes,first attempt,1963
3903,male,2.6,37,yes,yes,4,3,white,yes,first attempt,1967
3933,female,2.6,35,yes,yes,3,2,white,yes,second attempt,1960
3954,male,2.6,36,yes,yes,4,5,white,yes,first attempt,1969
3978,male,2.6,43,yes,yes,3,5,white,yes,first attempt,1967
4102,male,2.6,39,yes,yes,2,3,white,yes,first attempt,1961
4127,male,2.6,34,yes,yes,3,3,white,yes,first attempt,1964
4192,male,2.6,42,yes,yes,3,3,white,yes,second attempt,1968
4256,male,2.6,36,yes,yes,3,5,hisp,yes,first attempt,1967
4317,male,2.6,33,yes,no,3,4,white,no,no pass,1958
4377,male,2.6,40,yes,yes,2,5,white,yes,first attempt,1965
4404,male,2.6,39,yes,yes,4,3,white,yes,first attempt,1968
4416,male,2.6,33,yes,yes,4,2,white,yes,first attempt,1968
4426,male,2.6,34,yes,yes,3,3,white,yes,first attempt,1966
4430,male,2.6,40,yes,yes,4,3,white,yes,first attempt,1964
4436,male,2.6,35,yes,yes,3,3,asian,yes,first attempt,1968
4443,male,2.6,33.5,yes,yes,4,3,white,yes,first attempt,1964
4472,male,2.6,40,yes,yes,3,5,white,yes,first attempt,1966
4493,female,2.6,22,yes,no,5,3,white,no,no pass,1960
4504,male,2.6,39,yes,no,3,5,white,yes,second attempt,1964
4535,female,2.6,39,yes,yes,4,3,white,yes,first attempt,1949
4584,female,2.6,33,yes,yes,3,3,white,yes,first attempt,1969
4666,female,2.6,24,yes,yes,2,1,other,no,no pass,1967
4798,male,2.6,32,yes,no,3,2,white,yes,first attempt,1964
4875,male,2.6,31.5,yes,yes,4,4,black,yes,second attempt,1966
4888,male,2.6,24,yes,yes,3,4,other,yes,second attempt,1965
4896,male,2.6,38,yes,yes,4,4,white,yes,first attempt,1968
4910,female,2.6,25,yes,yes,5,1,white,yes,first attempt,1969
4999,male,2.6,36,yes,yes,3,3,white,yes,second attempt,1965
5014,male,2.6,41,yes,yes,5,6,white,yes,first attempt,1968
5091,male,2.6,29.5,yes,yes,3,2,white,yes,first attempt,1969
5149,male,2.6,40,yes,yes,4,4,white,yes,first attempt,1967
5187,male,2.6,31.5,yes,yes,NA,3,white,yes,first attempt,1967
5214,male,2.6,36,yes,yes,4,3,white,yes,first attempt,1968
5286,male,2.6,37,yes,yes,3,3,white,yes,first attempt,1964
5307,male,2.6,48,yes,yes,4,4,white,yes,first attempt,1967
5318,male,2.6,42,yes,yes,3,4,asian,yes,second attempt,1968
5319,female,2.6,37.5,yes,yes,4,3,white,yes,first attempt,1966
5334,female,2.6,36,yes,yes,5,6,white,yes,first attempt,1946
5418,male,2.6,37,yes,no,3,3,hisp,no,no pass,1964
5424,male,2.6,21.5,yes,yes,3,NA,white,yes,first attempt,1960
5444,male,2.6,38,yes,no,4,5,white,yes,first attempt,1960
5454,female,2.6,22,yes,yes,3,4,black,no,no pass,1968
5462,female,2.6,35,yes,yes,3,3,white,yes,first attempt,1966
5500,male,2.6,34,yes,no,2,2,white,yes,first attempt,1952
5502,male,2.6,29.5,yes,no,3,2,white,yes,first attempt,1967
5565,female,2.6,32,yes,yes,3,1,hisp,yes,first attempt,1969
5601,female,2.6,33.5,yes,yes,3,3,asian,yes,first attempt,1966
5723,male,2.6,35,yes,yes,3,6,black,yes,first attempt,1962
5736,male,2.6,24,yes,yes,4,1,white,no,no pass,1961
5737,male,2.6,34,yes,no,3,3,white,yes,first attempt,1959
5807,female,2.6,39,yes,yes,4,3,white,yes,first attempt,1969
5878,male,2.6,39,yes,yes,3,3,other,yes,first attempt,1968
5930,female,2.6,28,yes,yes,4,3,white,yes,first attempt,1952
5994,female,2.6,31.5,yes,yes,5,5,hisp,yes,first attempt,1968
6074,male,2.6,40,yes,yes,2,6,white,yes,first attempt,1960
6181,male,2.6,26.5,yes,yes,5,3,white,yes,first attempt,1961
6194,female,2.6,33,yes,yes,1,3,asian,yes,first attempt,1967
6239,female,2.6,40,yes,no,3,3,white,yes,first attempt,1967
6412,male,2.6,43,yes,yes,4,3,white,yes,first attempt,1968
6433,male,2.6,35,yes,yes,3,3,white,yes,first attempt,1968
6452,female,2.6,38,yes,yes,3,3,white,yes,first attempt,1947
6482,male,2.6,38,yes,yes,4,3,white,no,no pass,1967
6503,male,2.6,27.7,yes,yes,4,1,white,no,no pass,1967
6559,male,2.6,41,yes,no,4,5,white,yes,first attempt,1954
6600,female,2.6,30,yes,yes,5,4,white,yes,first attempt,1942
6612,male,2.6,34,yes,no,3,5,other,yes,first attempt,1959
6652,female,2.6,39,yes,yes,3,5,white,yes,first attempt,1969
6696,male,2.6,23,yes,no,2,3,black,no,no pass,1957
6716,male,2.6,45,yes,yes,4,3,white,yes,first attempt,1968
6951,female,2.6,21.5,yes,no,3,4,black,no,no pass,1963
6992,female,2.6,35,yes,yes,4,2,white,yes,first attempt,1964
7129,male,2.6,39.5,yes,no,3,1,white,yes,first attempt,1952
7158,male,2.6,40,yes,yes,3,3,white,yes,first attempt,1968
7166,female,2.6,37,yes,yes,2,3,white,yes,first attempt,1966
7209,female,2.6,21.5,yes,yes,3,5,black,no,no pass,1968
7216,male,2.6,32,yes,yes,3,4,hisp,yes,second attempt,1965
7248,male,2.6,46,yes,yes,3,5,white,yes,first attempt,1967
7253,male,2.6,37,yes,no,3,5,white,yes,first attempt,1966
7280,female,2.6,36,yes,yes,4,3,white,no,no pass,1968
7354,female,2.6,39,yes,yes,4,3,white,yes,first attempt,1968
7412,male,2.6,35,yes,yes,4,2,white,yes,first attempt,1967
7422,male,2.6,38,yes,yes,3,3,white,yes,first attempt,1962
7427,female,2.6,35,yes,yes,4,3,white,yes,first attempt,1965
7443,male,2.6,37,yes,yes,4,4,white,yes,first attempt,1967
7611,male,2.6,41,yes,yes,3,3,white,yes,first attempt,1967
7622,male,2.6,29,yes,yes,3,3,white,yes,first attempt,1960
7633,female,2.6,33,yes,no,3,NA,white,yes,first attempt,1954
7691,male,2.6,33,yes,yes,4,1,white,yes,first attempt,1967
7720,female,2.6,37,yes,yes,5,3,white,yes,first attempt,1969
7749,female,2.6,36,yes,yes,2,3,black,yes,first attempt,1969
7775,male,2.6,39,yes,yes,3,3,white,yes,first attempt,1969
7792,female,2.6,33.7,yes,yes,2,3,white,yes,first attempt,1957
7823,female,2.6,46,yes,yes,4,4,white,yes,first attempt,1962
7832,male,2.6,37,yes,yes,4,3,white,yes,first attempt,1967
7843,male,2.6,40,yes,yes,5,4,white,yes,first attempt,1966
7886,female,2.6,29.5,yes,yes,3,3,hisp,yes,second attempt,1965
8072,male,2.6,29,yes,no,2,2,white,yes,first attempt,1949
8085,male,2.6,35,yes,yes,4,4,white,yes,first attempt,1969
8112,male,2.6,42,yes,yes,5,4,white,yes,first attempt,1968
8183,male,2.6,33.5,yes,yes,3,3,white,no,no pass,1966
8296,male,2.6,40,yes,yes,2,4,hisp,yes,first attempt,1961
8312,male,2.6,35,yes,no,4,3,white,yes,first attempt,1952
8375,male,2.6,36,yes,yes,3,2,white,yes,first attempt,1962
8423,female,2.6,37,yes,yes,2,3,white,yes,first attempt,1953
8496,male,2.6,35,yes,yes,4,2,white,yes,first attempt,1967
8590,male,2.6,32,yes,yes,5,2,white,yes,first attempt,1969
8665,male,2.6,31,yes,yes,3,3,black,yes,second attempt,1966
8683,male,2.6,39,yes,yes,4,4,white,yes,first attempt,1963
8700,male,2.6,24,yes,yes,3,1,black,yes,first attempt,1968
8701,male,2.6,40,yes,yes,4,3,white,no,no pass,1967
8729,male,2.6,36,yes,no,4,2,white,yes,first attempt,1966
8779,male,2.6,30,yes,no,3,3,white,yes,first attempt,1949
8780,male,2.6,37,yes,yes,4,2,white,yes,first attempt,1967
8877,male,2.6,35,yes,yes,3,2,white,yes,first attempt,1963
8942,male,2.6,35,yes,yes,2,4,black,yes,first attempt,1964
9060,female,2.6,36,yes,yes,3,2,white,no,no pass,1960
9096,female,2.6,35,yes,yes,4,3,hisp,yes,first attempt,1966
9173,male,2.6,33,yes,yes,4,1,white,yes,first attempt,1969
9215,male,2.6,44,yes,yes,3,5,hisp,yes,first attempt,1970
9238,male,2.6,41,yes,yes,3,3,white,yes,first attempt,1966
9320,female,2.6,40,yes,no,3,3,white,yes,first attempt,1951
9338,female,2.6,27,yes,no,2,1,other,no,no pass,1959
9406,male,2.6,30,yes,yes,3,2,white,yes,first attempt,1966
9413,female,2.6,27,yes,no,4,NA,white,no,no pass,1968
9475,male,2.6,34.3,yes,yes,4,3,white,yes,second attempt,1967
9506,male,2.6,31,yes,yes,4,2,white,yes,second attempt,1967
9519,female,2.6,39,yes,yes,2,3,hisp,yes,second attempt,1964
9558,male,2.6,37,yes,yes,5,4,asian,yes,first attempt,1968
9730,male,2.6,40,yes,yes,3,4,white,yes,first attempt,1964
9749,female,2.6,25,yes,no,2,NA,white,yes,second attempt,1967
9785,male,2.6,34,yes,yes,4,3,white,yes,first attempt,1969
9818,male,2.6,33,yes,yes,4,2,white,yes,second attempt,1967
9859,male,2.6,35,yes,yes,4,2,white,yes,second attempt,1960
